jurisdiction,product_category,product_subtype,ingredient_lookup_kind,ingredient_lookup_value,rule_type,max_value,max_unit,basis,condition_text,exceptions_text,source_title,source_url,source_clause,effective_from,effective_to,rule_version,last_reviewed_at,status
EU,all,,canonical_name,E172ii,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 338.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/e172ii,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,E172ii,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 338.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/e172ii,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,STEARYL ALCOHOL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 330.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/stearyl-alcohol,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,STEARYL ALCOHOL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 330.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/stearyl-alcohol,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,METHYLISOTHIAZOLINONE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 327.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/methylisothiazolinone,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,METHYLISOTHIAZOLINONE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 327.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/methylisothiazolinone,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Butyrospermum-parkii,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 324.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/butyrospermum-parkii,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Butyrospermum-parkii,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 324.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/butyrospermum-parkii,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Ingredient,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 324.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/ingredient,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Ingredient,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 324.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/ingredient,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,HYDRATED SILICA,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 320.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/hydrated-silica,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,HYDRATED SILICA,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 320.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/hydrated-silica,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,BUTYROSPERMUM PARKII BUTTER,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 319.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/butyrospermum-parkii-butter,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,BUTYROSPERMUM PARKII BUTTER,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 319.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/butyrospermum-parkii-butter,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Tetrasodium EDTA,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 319.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/tetrasodium-edta,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Tetrasodium EDTA,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 319.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/tetrasodium-edta,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Cereal,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 317.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/cereal,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Cereal,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 317.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/cereal,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Citrus-fruit,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 312.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/citrus-fruit,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Citrus-fruit,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 312.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/citrus-fruit,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,ALLANTOIN,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 307.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/allantoin,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,ALLANTOIN,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 307.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/allantoin,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,MICA,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 305.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/mica,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,MICA,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 305.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/mica,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,TRIETHANOLAMINE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 305.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/triethanolamine,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,TRIETHANOLAMINE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 305.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/triethanolamine,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,AROMA,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 302.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/aroma,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,AROMA,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 302.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/aroma,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,METHYLCHLOROISOTHIAZOLINONE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 301.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/methylchloroisothiazolinone,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,METHYLCHLOROISOTHIAZOLINONE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 301.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/methylchloroisothiazolinone,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,ISOPROPYL PALMITATE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 300.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/isopropyl-palmitate,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,ISOPROPYL PALMITATE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 300.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/isopropyl-palmitate,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,SODIUM SACCHARIN,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 294.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/sodium-saccharin,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,SODIUM SACCHARIN,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 294.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/sodium-saccharin,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,ALCOHOL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 292.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/alcohol,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,ALCOHOL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 292.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/alcohol,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,HELIANTHUS ANNUUS,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 286.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/helianthus-annuus,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,HELIANTHUS ANNUUS,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 286.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/helianthus-annuus,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,SORBITOL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 285.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/sorbitol,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,SORBITOL,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 285.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/sorbitol,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,C12-15 ALKYL BENZOATE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 275.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/c12-15-alkyl-benzoate,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,C12-15 ALKYL BENZOATE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 275.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/c12-15-alkyl-benzoate,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,SALICYLIC ACID,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 275.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/salicylic-acid,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,SALICYLIC ACID,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 275.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/salicylic-acid,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,COCAMIDE MEA,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 271.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/cocamide-mea,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,COCAMIDE MEA,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 271.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/cocamide-mea,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,EDTA,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 270.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/edta,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,EDTA,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 270.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/edta,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Polyquaternium,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 268.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/polyquaternium,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Polyquaternium,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 268.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/polyquaternium,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,CI 77491,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 264.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/ci-77491,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,CI 77491,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 264.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/ci-77491,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,GLYCERYL OLEATE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 263.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/glyceryl-oleate,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,GLYCERYL OLEATE,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 263.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/glyceryl-oleate,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Vegetal oils,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 262.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/vegetal-oils,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Vegetal oils,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 262.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/facets/ingredients/vegetal-oils,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Niacinamide,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 0.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/ingredients,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Niacinamide,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 0.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/ingredients,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Glycolic Acid,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 0.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/ingredients,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Glycolic Acid,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 0.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/ingredients,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Retinol,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 0.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/ingredients,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Retinol,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 0.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/ingredients,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Phytonadione,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 0.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/ingredients,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Phytonadione,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 0.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/ingredients,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Ceramides,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 0.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/ingredients,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Ceramides,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 0.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/ingredients,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
EU,all,,canonical_name,Arnica Oil,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 0.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/ingredients,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
UK,all,,canonical_name,Arnica Oil,allowed,,,,"Permissible watchlist ingredient bootstrap (high prevalence, not in loaded prohibited/restricted bootstrap lists). Observed count in Open Beauty Facts: 0.",,OBF prevalence permissible bootstrap,https://world.openbeautyfacts.org/ingredients,Not in current Annex II/III bootstrap set,2026-02-23,,2026.02.allowed.bootstrap.v1,2026-02-23,active
